itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-03998,construction,Authority Approvals - MOEI,MOEI - Major Project Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for major project transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07829,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07830,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07831,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07832,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07833,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07834,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07835,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07836,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07837,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07838,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07839,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07840,construction,Authority Approvals - e& UAE,e& UAE - Project-Specific Telecom NOC - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for project-specific telecom noc requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07841,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07842,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07843,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07844,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07845,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07846,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07847,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07848,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07849,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07850,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07851,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07852,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07853,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07854,construction,Authority Approvals - e& UAE,e& UAE - Standard Duct Reservation - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for standard duct reservation requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07855,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07856,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07857,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07858,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07859,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07860,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07861,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07862,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07863,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07864,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07865,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07866,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-07867,construction,Authority Approvals - e& UAE,e& UAE - Standard Fiber Connection - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for standard fiber connection requirements with e& UAE, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.eand.com/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
