itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-07995,construction,Authority Inspections and Witness Tests,Abu Dhabi Municipality / DMT - Reinspection - Fiber Test Witness,"Arrange, prepare for and attend reinspection fiber test witness with Abu Dhabi Municipality / DMT, including booking, prerecords, calibrated instruments, test team, corrective actions and signed results. | Code Ref: 01 45 00 | Spec: Inspection/Test Type: ___ | Location/System: ___ | Booking Reference: ___ | Date: ___ | Witness Officer: ___ | Calibrated Instruments: ___ | Acceptance Criteria: ___ | Result: ___ | Reinspection Required: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Authority attendance and acceptance criteria must be confirmed before testing.",,test,,,,,,,
UAEREG-10509,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Compliance Statement,"Prepare and submit compliance statement for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10510,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Design Drawings,"Prepare and submit design drawings for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10511,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Material Submittal,"Prepare and submit material submittal for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10512,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Method Statement,"Prepare and submit method statement for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10513,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - NOC Package,"Prepare and submit noc package for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10514,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Permit Package,"Prepare and submit permit package for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10515,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Risk Assessment,"Prepare and submit risk assessment for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10516,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Shop Drawings,"Prepare and submit shop drawings for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10517,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Technical Calculations,"Prepare and submit technical calculations for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10518,construction,Authority Submission Deliverables - e& UAE,e& UAE Service Connection - Test Certificates,"Prepare and submit test certificates for service connection approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10519,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Application Form,"Prepare and submit application form for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10520,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - As-Built Drawings,"Prepare and submit as-built drawings for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10521,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Commissioning Report,"Prepare and submit commissioning report for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10522,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Compliance Statement,"Prepare and submit compliance statement for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10523,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Design Drawings,"Prepare and submit design drawings for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10524,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Material Submittal,"Prepare and submit material submittal for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10525,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Method Statement,"Prepare and submit method statement for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10526,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - NOC Package,"Prepare and submit noc package for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10527,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Permit Package,"Prepare and submit permit package for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10528,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Risk Assessment,"Prepare and submit risk assessment for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10529,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Shop Drawings,"Prepare and submit shop drawings for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10530,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Technical Calculations,"Prepare and submit technical calculations for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10531,construction,Authority Submission Deliverables - e& UAE,e& UAE Telecom NOC - Test Certificates,"Prepare and submit test certificates for telecom noc approval by e& UAE, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 27 00 00 / 33 82 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.eand.com/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-10532,construction,General Permits and NOCs,Expedited Airport Height Clearance - Authority Witness Test,"Prepare, coordinate and manage authority witness test for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10533,construction,General Permits and NOCs,Expedited Airport Height Clearance - Comment Response,"Prepare, coordinate and manage comment response for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10534,construction,General Permits and NOCs,Expedited Airport Height Clearance - Document Preparation,"Prepare, coordinate and manage document preparation for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10535,construction,General Permits and NOCs,Expedited Airport Height Clearance - Initial Submission,"Prepare, coordinate and manage initial submission for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10536,construction,General Permits and NOCs,Expedited Airport Height Clearance - Inspection Request,"Prepare, coordinate and manage inspection request for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10537,construction,General Permits and NOCs,Expedited Airport Height Clearance - NOC Application,"Prepare, coordinate and manage noc application for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10538,construction,General Permits and NOCs,Expedited Airport Height Clearance - Permit Application,"Prepare, coordinate and manage permit application for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10539,construction,General Permits and NOCs,Expedited Airport Height Clearance - Pre-Application Consultation,"Prepare, coordinate and manage pre-application consultation for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10540,construction,General Permits and NOCs,Expedited Airport Height Clearance - Resubmission,"Prepare, coordinate and manage resubmission for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10541,construction,General Permits and NOCs,Expedited Airport Height Clearance - Technical Review,"Prepare, coordinate and manage technical review for expedited airport height clearance, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10542,construction,General Permits and NOCs,Expedited Building Permit - Authority Witness Test,"Prepare, coordinate and manage authority witness test for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10543,construction,General Permits and NOCs,Expedited Building Permit - Comment Response,"Prepare, coordinate and manage comment response for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10544,construction,General Permits and NOCs,Expedited Building Permit - Document Preparation,"Prepare, coordinate and manage document preparation for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10545,construction,General Permits and NOCs,Expedited Building Permit - Initial Submission,"Prepare, coordinate and manage initial submission for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10546,construction,General Permits and NOCs,Expedited Building Permit - Inspection Request,"Prepare, coordinate and manage inspection request for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10547,construction,General Permits and NOCs,Expedited Building Permit - NOC Application,"Prepare, coordinate and manage noc application for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10548,construction,General Permits and NOCs,Expedited Building Permit - Permit Application,"Prepare, coordinate and manage permit application for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10549,construction,General Permits and NOCs,Expedited Building Permit - Pre-Application Consultation,"Prepare, coordinate and manage pre-application consultation for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10550,construction,General Permits and NOCs,Expedited Building Permit - Resubmission,"Prepare, coordinate and manage resubmission for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10551,construction,General Permits and NOCs,Expedited Building Permit - Technical Review,"Prepare, coordinate and manage technical review for expedited building permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10552,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Authority Witness Test,"Prepare, coordinate and manage authority witness test for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10553,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Comment Response,"Prepare, coordinate and manage comment response for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10554,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Document Preparation,"Prepare, coordinate and manage document preparation for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10555,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Initial Submission,"Prepare, coordinate and manage initial submission for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10556,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Inspection Request,"Prepare, coordinate and manage inspection request for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10557,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - NOC Application,"Prepare, coordinate and manage noc application for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10558,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Permit Application,"Prepare, coordinate and manage permit application for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
UAEREG-10559,construction,General Permits and NOCs,Expedited Coastal or Marine Permit - Pre-Application Consultation,"Prepare, coordinate and manage pre-application consultation for expedited coastal or marine permit, including stakeholder consultation, document preparation, fees, responses, revisions and final records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Jurisdiction: ___ | Authority: ___ | Permit/NOC Type: ___ | Project Reference: ___ | Documents Required: ___ | Fee: ___ | Validity: ___ | Conditions: ___ | Approval Date: ___ | Remarks: Authority to be selected by project jurisdiction. Verify live service, fee and validity before submission.",,item,,,,,,,
