itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-09296,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - End Cap - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste end cap for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09297,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - End Cap - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste end cap for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09298,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - End Cap - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste end cap for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09299,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - End Cap - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste end cap for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09300,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Equal Tee - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste equal tee for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09301,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Equal Tee - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste equal tee for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09302,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Equal Tee - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste equal tee for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09303,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Equal Tee - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste equal tee for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09304,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Equal Tee - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste equal tee for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09305,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Expansion Joint - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste expansion joint for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09306,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Expansion Joint - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste expansion joint for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09307,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Expansion Joint - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste expansion joint for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09308,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Expansion Joint - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste expansion joint for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09309,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Expansion Joint - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste expansion joint for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09310,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flange Adaptor - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flange adaptor for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09311,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flange Adaptor - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flange adaptor for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09312,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flange Adaptor - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flange adaptor for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09313,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flange Adaptor - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flange adaptor for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09314,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flange Adaptor - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flange adaptor for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09315,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flexible Connector - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flexible connector for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09316,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flexible Connector - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flexible connector for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09317,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flexible Connector - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flexible connector for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09318,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flexible Connector - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flexible connector for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09319,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Flexible Connector - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste flexible connector for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09320,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Mechanical Joint - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste mechanical joint for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09321,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Mechanical Joint - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste mechanical joint for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09322,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Mechanical Joint - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste mechanical joint for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09323,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Mechanical Joint - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste mechanical joint for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09324,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Mechanical Joint - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste mechanical joint for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09325,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Pipe Sleeve - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste pipe sleeve for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09326,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Pipe Sleeve - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste pipe sleeve for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09327,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Pipe Sleeve - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste pipe sleeve for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09328,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Pipe Sleeve - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste pipe sleeve for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09329,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Pipe Sleeve - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste pipe sleeve for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09330,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Puddle Flange - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste puddle flange for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09331,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Puddle Flange - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste puddle flange for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09332,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Puddle Flange - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste puddle flange for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09333,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Puddle Flange - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste puddle flange for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09334,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Puddle Flange - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste puddle flange for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09335,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Reducing Tee - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste reducing tee for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09336,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Reducing Tee - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste reducing tee for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09337,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Reducing Tee - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste reducing tee for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09338,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Reducing Tee - 32-50 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste reducing tee for sanitary waste, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09339,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Reducing Tee - 65-100 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste reducing tee for sanitary waste, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,no.,,,,,,,
PLUMB-09340,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Straight Pipe - 125-200 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste straight pipe for sanitary waste, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,LM,,,,,,,
PLUMB-09341,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Straight Pipe - 15-25 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste straight pipe for sanitary waste, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,LM,,,,,,,
PLUMB-09342,plumbing,Piping Systems,Sanitary Waste - uPVC Soil and Waste - Straight Pipe - 250-400 mm,"Subcategory: Sanitary Waste | Supply, install, joint, support, identify, test and commission uPVC Soil and Waste straight pipe for sanitary waste, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pipe Class: ___ | Temperature Rating: ___ | Acoustic Rating: ___ | Joint Type: ___ | Standard: ___",,LM,,,,,,,
