itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10712,plumbing,Plumbing Equipment,Air Receiver - Custom/Packaged,"Subcategory: Pressure Equipment | Supply, install, connect, test and commission custom/packaged air receiver, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10861,plumbing,Plumbing Equipment,Gas Instantaneous Water Heater - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity gas instantaneous water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10862,plumbing,Plumbing Equipment,Gas Instantaneous Water Heater - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity gas instantaneous water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10863,plumbing,Plumbing Equipment,Gas Instantaneous Water Heater - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity gas instantaneous water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10864,plumbing,Plumbing Equipment,Gas Storage Water Heater - Custom/Packaged,"Subcategory: Water Heaters | Supply, install, connect, test and commission custom/packaged gas storage water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10865,plumbing,Plumbing Equipment,Gas Storage Water Heater - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity gas storage water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10866,plumbing,Plumbing Equipment,Gas Storage Water Heater - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity gas storage water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10867,plumbing,Plumbing Equipment,Gas Storage Water Heater - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity gas storage water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10868,plumbing,Plumbing Equipment,Heat Pump Water Heater - Custom/Packaged,"Subcategory: Water Heaters | Supply, install, connect, test and commission custom/packaged heat pump water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10869,plumbing,Plumbing Equipment,Heat Pump Water Heater - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity heat pump water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10870,plumbing,Plumbing Equipment,Heat Pump Water Heater - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity heat pump water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10871,plumbing,Plumbing Equipment,Heat Pump Water Heater - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity heat pump water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10872,plumbing,Plumbing Equipment,Indirect Water Heater - Custom/Packaged,"Subcategory: Water Heaters | Supply, install, connect, test and commission custom/packaged indirect water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10873,plumbing,Plumbing Equipment,Indirect Water Heater - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity indirect water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10874,plumbing,Plumbing Equipment,Indirect Water Heater - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity indirect water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10875,plumbing,Plumbing Equipment,Indirect Water Heater - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity indirect water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10876,plumbing,Plumbing Equipment,Point-of-Use Water Heater - Custom/Packaged,"Subcategory: Water Heaters | Supply, install, connect, test and commission custom/packaged point-of-use water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10877,plumbing,Plumbing Equipment,Point-of-Use Water Heater - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity point-of-use water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10878,plumbing,Plumbing Equipment,Point-of-Use Water Heater - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity point-of-use water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10879,plumbing,Plumbing Equipment,Point-of-Use Water Heater - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity point-of-use water heater, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10880,plumbing,Plumbing Equipment,Solar Water Heating System - Custom/Packaged,"Subcategory: Water Heaters | Supply, install, connect, test and commission custom/packaged solar water heating system, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10881,plumbing,Plumbing Equipment,Solar Water Heating System - Large Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission large capacity solar water heating system, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10882,plumbing,Plumbing Equipment,Solar Water Heating System - Medium Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission medium capacity solar water heating system, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10883,plumbing,Plumbing Equipment,Solar Water Heating System - Small Capacity,"Subcategory: Water Heaters | Supply, install, connect, test and commission small capacity solar water heating system, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10884,plumbing,Plumbing Equipment,Break Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged break tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10885,plumbing,Plumbing Equipment,Break Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity break tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10886,plumbing,Plumbing Equipment,Break Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity break tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10887,plumbing,Plumbing Equipment,Break Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity break tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10888,plumbing,Plumbing Equipment,Chemical Storage Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged chemical storage tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10889,plumbing,Plumbing Equipment,Chemical Storage Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity chemical storage tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10890,plumbing,Plumbing Equipment,Chemical Storage Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity chemical storage tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10891,plumbing,Plumbing Equipment,Chemical Storage Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity chemical storage tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10892,plumbing,Plumbing Equipment,Concrete Water Tank Internal Lining - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged concrete water tank internal lining, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10893,plumbing,Plumbing Equipment,Concrete Water Tank Internal Lining - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity concrete water tank internal lining, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10894,plumbing,Plumbing Equipment,Concrete Water Tank Internal Lining - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity concrete water tank internal lining, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10895,plumbing,Plumbing Equipment,Concrete Water Tank Internal Lining - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity concrete water tank internal lining, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10896,plumbing,Plumbing Equipment,GRP Sectional Water Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged grp sectional water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10897,plumbing,Plumbing Equipment,GRP Sectional Water Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity grp sectional water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10898,plumbing,Plumbing Equipment,GRP Sectional Water Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity grp sectional water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10899,plumbing,Plumbing Equipment,GRP Sectional Water Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity grp sectional water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10900,plumbing,Plumbing Equipment,Greywater Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged greywater tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10901,plumbing,Plumbing Equipment,Greywater Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity greywater tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10902,plumbing,Plumbing Equipment,Greywater Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity greywater tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10903,plumbing,Plumbing Equipment,Greywater Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity greywater tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10904,plumbing,Plumbing Equipment,HDPE Water Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged hdpe water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10905,plumbing,Plumbing Equipment,HDPE Water Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity hdpe water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10906,plumbing,Plumbing Equipment,HDPE Water Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity hdpe water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10907,plumbing,Plumbing Equipment,HDPE Water Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity hdpe water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10908,plumbing,Plumbing Equipment,Non-Potable Water Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged non-potable water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10909,plumbing,Plumbing Equipment,Non-Potable Water Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity non-potable water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10910,plumbing,Plumbing Equipment,Non-Potable Water Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity non-potable water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10911,plumbing,Plumbing Equipment,Non-Potable Water Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity non-potable water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
