itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-10500,plumbing,Piping Systems,Treated Water - PPR - Reducing Tee - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR reducing tee for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10501,plumbing,Piping Systems,Treated Water - PPR - Reducing Tee - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR reducing tee for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10502,plumbing,Piping Systems,Treated Water - PPR - Reducing Tee - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR reducing tee for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10503,plumbing,Piping Systems,Treated Water - PPR - Reducing Tee - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR reducing tee for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10504,plumbing,Piping Systems,Treated Water - PPR - Straight Pipe - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR straight pipe for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10505,plumbing,Piping Systems,Treated Water - PPR - Straight Pipe - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR straight pipe for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10506,plumbing,Piping Systems,Treated Water - PPR - Straight Pipe - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR straight pipe for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10507,plumbing,Piping Systems,Treated Water - PPR - Straight Pipe - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR straight pipe for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10508,plumbing,Piping Systems,Treated Water - PPR - Straight Pipe - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR straight pipe for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10509,plumbing,Piping Systems,Treated Water - PPR - Union - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR union for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10510,plumbing,Piping Systems,Treated Water - PPR - Union - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR union for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10511,plumbing,Piping Systems,Treated Water - PPR - Union - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR union for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10512,plumbing,Piping Systems,Treated Water - PPR - Union - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR union for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10513,plumbing,Piping Systems,Treated Water - PPR - Wall Flange - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR wall flange for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10514,plumbing,Piping Systems,Treated Water - PPR - Wall Flange - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR wall flange for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10515,plumbing,Piping Systems,Treated Water - PPR - Wall Flange - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR wall flange for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10516,plumbing,Piping Systems,Treated Water - PPR - Wall Flange - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR wall flange for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10517,plumbing,Piping Systems,Treated Water - PPR - Wall Flange - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission PPR wall flange for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10518,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 45 Degree Elbow - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 45 degree elbow for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10519,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 45 Degree Elbow - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 45 degree elbow for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10520,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 45 Degree Elbow - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 45 degree elbow for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10521,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 45 Degree Elbow - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 45 degree elbow for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10522,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 45 Degree Elbow - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 45 degree elbow for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10523,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 90 Degree Elbow - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 90 degree elbow for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10524,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 90 Degree Elbow - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 90 degree elbow for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10525,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 90 Degree Elbow - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 90 degree elbow for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10526,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 90 Degree Elbow - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 90 degree elbow for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10527,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - 90 Degree Elbow - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L 90 degree elbow for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10528,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Access Fitting - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L access fitting for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10529,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Access Fitting - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L access fitting for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10530,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Access Fitting - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L access fitting for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10531,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Access Fitting - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L access fitting for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10532,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Cleanout Fitting - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10533,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Cleanout Fitting - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10534,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Cleanout Fitting - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10535,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Cleanout Fitting - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10536,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Concentric Reducer - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10537,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Concentric Reducer - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10538,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Concentric Reducer - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10539,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Concentric Reducer - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10540,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Concentric Reducer - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10541,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Coupling - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10542,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Coupling - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10543,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Coupling - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10544,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Coupling - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10545,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Coupling - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10546,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Dismantling Joint - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10547,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Dismantling Joint - 15-25 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for treated water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10548,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Dismantling Joint - 250-400 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for treated water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10549,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Dismantling Joint - 32-50 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for treated water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10550,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Dismantling Joint - 65-100 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for treated water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10551,plumbing,Piping Systems,Treated Water - Stainless Steel 316L - Eccentric Reducer - 125-200 mm,"Subcategory: Treated Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for treated water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Quality: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
