itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-11396,plumbing,Valves and Piping Specialties,Domestic Cold Water - Air Release Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission air release valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12860,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Float Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission float valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12861,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Float Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission float valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12862,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Float Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission float valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12863,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Float Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission float valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12864,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Flow Limiting Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission flow limiting valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12865,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Flow Limiting Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission flow limiting valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12866,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Flow Limiting Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission flow limiting valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12867,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Flow Limiting Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission flow limiting valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12868,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Flow Limiting Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission flow limiting valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12869,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Foot Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission foot valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12870,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Foot Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission foot valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12871,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Foot Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission foot valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12872,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Foot Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission foot valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12873,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Foot Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission foot valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12874,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Gate Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission gate valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12875,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Gate Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission gate valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12876,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Gate Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission gate valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12877,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Gate Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission gate valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12878,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Gate Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission gate valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12879,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Globe Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission globe valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12880,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Globe Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission globe valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12881,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Globe Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission globe valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12882,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Globe Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission globe valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12883,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Globe Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission globe valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12884,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Motorized Control Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission motorized control valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12885,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Motorized Control Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission motorized control valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12886,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Motorized Control Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission motorized control valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12887,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Motorized Control Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission motorized control valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12888,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Motorized Control Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission motorized control valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12889,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Non-Return Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission non-return valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12890,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Non-Return Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission non-return valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12891,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Non-Return Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission non-return valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12892,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Non-Return Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission non-return valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12893,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Non-Return Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission non-return valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12894,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Independent Control Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure independent control valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12895,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Independent Control Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure independent control valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12896,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Independent Control Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure independent control valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12897,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Independent Control Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure independent control valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12898,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Independent Control Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure independent control valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12899,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Reducing Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure reducing valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12900,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Reducing Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure reducing valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12901,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Reducing Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure reducing valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12902,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Reducing Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure reducing valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12903,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Reducing Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure reducing valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12904,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Relief Valve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure relief valve for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12905,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Relief Valve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure relief valve for swimming pool circulation, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12906,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Relief Valve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure relief valve for swimming pool circulation, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12907,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Relief Valve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure relief valve for swimming pool circulation, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12908,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Pressure Relief Valve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission pressure relief valve for swimming pool circulation, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12909,plumbing,Valves and Piping Specialties,Swimming Pool Circulation - Reduced Pressure Zone Backflow Preventer - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, test and commission reduced pressure zone backflow preventer for swimming pool circulation, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
