itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-00514,plumbing,Piping Systems,Compressed Air - Aluminum Modular Air Pipe - 45 Degree Elbow - 15-25 mm,"Subcategory: Compressed Air | Supply, install, joint, support, identify, test and commission Aluminum Modular Air Pipe 45 degree elbow for compressed air, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 61 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Working Pressure: ___ | Air Quality Class: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02714,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Reducing Tee - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L reducing tee for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02715,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Reducing Tee - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L reducing tee for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02716,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Reducing Tee - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L reducing tee for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02717,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Straight Pipe - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L straight pipe for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-02718,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Straight Pipe - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L straight pipe for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-02719,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Straight Pipe - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L straight pipe for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-02720,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Straight Pipe - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L straight pipe for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-02721,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Straight Pipe - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L straight pipe for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-02722,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Union - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L union for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02723,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Union - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L union for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02724,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Union - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L union for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02725,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Union - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L union for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02726,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Wall Flange - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L wall flange for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02727,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Wall Flange - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L wall flange for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02728,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Wall Flange - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L wall flange for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02729,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Wall Flange - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L wall flange for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02730,plumbing,Piping Systems,Fountain Circulation - Stainless Steel 316L - Wall Flange - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission Stainless Steel 316L wall flange for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02731,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 45 Degree Elbow - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02732,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 45 Degree Elbow - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02733,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 45 Degree Elbow - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02734,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 45 Degree Elbow - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02735,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 45 Degree Elbow - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02736,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 90 Degree Elbow - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02737,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 90 Degree Elbow - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02738,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02739,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 90 Degree Elbow - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02740,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - 90 Degree Elbow - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02741,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Access Fitting - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02742,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Access Fitting - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02743,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Access Fitting - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02744,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Access Fitting - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02745,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Cleanout Fitting - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02746,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Cleanout Fitting - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02747,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Cleanout Fitting - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02748,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Cleanout Fitting - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02749,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Concentric Reducer - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02750,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Concentric Reducer - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02751,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Concentric Reducer - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02752,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Concentric Reducer - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02753,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Concentric Reducer - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02754,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Coupling - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02755,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Coupling - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02756,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Coupling - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02757,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Coupling - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02758,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Coupling - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02759,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Dismantling Joint - 125-200 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for fountain circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02760,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Dismantling Joint - 15-25 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for fountain circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02761,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Dismantling Joint - 250-400 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for fountain circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02762,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Dismantling Joint - 32-50 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for fountain circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-02763,plumbing,Piping Systems,Fountain Circulation - uPVC Pressure - Dismantling Joint - 65-100 mm,"Subcategory: Fountain Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for fountain circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 52 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Treatment: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
