itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-03514,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-06411,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Mechanical Joint - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06412,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Mechanical Joint - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06413,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Mechanical Joint - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06414,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Mechanical Joint - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06415,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Pipe Sleeve - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06416,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Pipe Sleeve - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06417,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06418,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Pipe Sleeve - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06419,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Pipe Sleeve - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06420,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Puddle Flange - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06421,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Puddle Flange - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06422,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Puddle Flange - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06423,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Puddle Flange - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06424,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Puddle Flange - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06425,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Reducing Tee - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06426,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Reducing Tee - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06427,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Reducing Tee - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06428,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Reducing Tee - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06429,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Reducing Tee - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06430,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Straight Pipe - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,LM,,,,,,,
PLUMB-06431,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Straight Pipe - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,LM,,,,,,,
PLUMB-06432,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Straight Pipe - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,LM,,,,,,,
PLUMB-06433,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Straight Pipe - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,LM,,,,,,,
PLUMB-06434,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Straight Pipe - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,LM,,,,,,,
PLUMB-06435,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Union - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 union for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06436,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Union - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 union for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06437,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Union - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 union for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06438,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Union - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 union for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06439,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Wall Flange - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06440,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Wall Flange - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06441,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Wall Flange - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06442,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Wall Flange - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06443,plumbing,Piping Systems,Non-Potable Water - HDPE PE100 - Wall Flange - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06444,plumbing,Piping Systems,Non-Potable Water - PPR - 45 Degree Elbow - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 45 degree elbow for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06445,plumbing,Piping Systems,Non-Potable Water - PPR - 45 Degree Elbow - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 45 degree elbow for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06446,plumbing,Piping Systems,Non-Potable Water - PPR - 45 Degree Elbow - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 45 degree elbow for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06447,plumbing,Piping Systems,Non-Potable Water - PPR - 45 Degree Elbow - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 45 degree elbow for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06448,plumbing,Piping Systems,Non-Potable Water - PPR - 45 Degree Elbow - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 45 degree elbow for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06449,plumbing,Piping Systems,Non-Potable Water - PPR - 90 Degree Elbow - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 90 degree elbow for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06450,plumbing,Piping Systems,Non-Potable Water - PPR - 90 Degree Elbow - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 90 degree elbow for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06451,plumbing,Piping Systems,Non-Potable Water - PPR - 90 Degree Elbow - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 90 degree elbow for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06452,plumbing,Piping Systems,Non-Potable Water - PPR - 90 Degree Elbow - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 90 degree elbow for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06453,plumbing,Piping Systems,Non-Potable Water - PPR - 90 Degree Elbow - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR 90 degree elbow for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06454,plumbing,Piping Systems,Non-Potable Water - PPR - Access Fitting - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR access fitting for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06455,plumbing,Piping Systems,Non-Potable Water - PPR - Access Fitting - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR access fitting for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06456,plumbing,Piping Systems,Non-Potable Water - PPR - Access Fitting - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR access fitting for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06457,plumbing,Piping Systems,Non-Potable Water - PPR - Access Fitting - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR access fitting for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06458,plumbing,Piping Systems,Non-Potable Water - PPR - Cleanout Fitting - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR cleanout fitting for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06459,plumbing,Piping Systems,Non-Potable Water - PPR - Cleanout Fitting - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR cleanout fitting for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06460,plumbing,Piping Systems,Non-Potable Water - PPR - Cleanout Fitting - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR cleanout fitting for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06461,plumbing,Piping Systems,Non-Potable Water - PPR - Cleanout Fitting - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR cleanout fitting for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
